MA_100058g0010	AT4G32850
MA_6019571g0010	AT4G32460
MA_7598301g0010	AT2G43750
MA_8817153g0010	AT1G69550
MA_23378g0020	AT3G06010
MA_2971g0010	AT3G57620
MA_10255314g0010	AT1G06800
MA_10432954g0010	AT3G08960
MA_10435233g0020	AT5G06570
MA_12651g0010	AT2G26660
MA_12892g0010	AT2G40610
MA_140915g0010	AT4G28190
MA_383467g0010	AT4G02750
MA_44659g0010	AT4G29000
MA_485622g0010	AT2G19580
MA_8849269g0010	AT1G56120
MA_10330584g0010	AT2G01170
MA_10426058g0010	AT5G47690
MA_10426465g0010	AT5G40710
MA_10428837g0030	AT3G11520
MA_10435696g0010	AT1G62250
MA_11358g0020	AT1G64110
MA_23108g0010	AT3G04770
MA_729125g0010	AT4G26090
MA_7935862g0010	AT4G31170
MA_8134842g0020	AT3G47570
MA_9434233g0010	AT3G10340
MA_9466318g0010	AT2G32850
MA_10029693g0010	AT2G05120
MA_77994g0010	AT3G48770
MA_10435416g0010	AT3G12690
MA_10435549g0050	AT1G21450
MA_122523g0010	AT1G12210
MA_14906g0010	AT3G17465
MA_154390g0010	AT3G44110
MA_159274g0010	AT1G06800
MA_161530g0010	AT5G46330
MA_20723g0010	AT2G03200
MA_4160g0010	AT2G43760
MA_454575g0010	AT3G45980
MA_88973g0020	AT3G12100
MA_92979g0010	AT1G69550
MA_10435648g0010	AT2G14530
MA_153562g0020	AT2G35800
MA_182693g0010	AT4G20140
MA_6148761g0010	AT5G16120
MA_649562g0010	AT2G07050
MA_10125264g0010	AT4G02050
MA_10426984g0010	AT4G12240
MA_10433186g0020	AT2G02990
MA_188710g0010	AT5G24490
MA_265798g0010	AT1G68650
MA_27009g0010	AT5G15550
MA_35319g0010	AT3G19910
MA_63506g0010	AT1G12860
MA_10147097g0010	AT2G39200
MA_117552g0010	AT4G21770
MA_166912g0010	AT1G76160
MA_22965g0010	AT5G48470
MA_27855g0010	AT5G54080
MA_503052g0010	AT3G23990
MA_7613720g0010	AT1G01300
MA_8353g0010	AT1G72180
MA_9512579g0010	AT5G60390
MA_10142767g0010	AT2G30860
MA_10428567g0010	AT4G18425
MA_10434733g0010	AT4G27090
MA_10435495g0010	AT4G30400
MA_10436411g0010	AT1G25500
MA_120049g0010	AT4G37260
MA_130809g0010	AT2G36690
MA_305339g0010	AT3G10610
MA_40312g0010	AT5G08750
MA_69152g0010	AT1G09900
MA_7825g0010	AT3G14067
MA_9408507g0010	AT4G16765
MA_10173799g0010	AT1G64110
MA_10433239g0010	AT4G36195
MA_137370g0010	AT3G47460
MA_411983g0010	AT5G09810
MA_553548g0010	AT5G20950
MA_6777538g0010	AT2G31400
MA_948059g0010	AT3G09370
MA_10429211g0010	AT5G53060
MA_10432764g0010	AT4G25970
MA_10434758g0010	AT2G33470
MA_10437023g0020	AT3G07400
MA_164900g0010	AT4G31300
MA_321399g0010	AT3G04720
MA_928125g0010	AT1G27170
MA_10135105g0020	AT2G37050
MA_10235390g0010	AT3G20475
MA_10426075g0010	AT1G12220
MA_167509g0010	AT1G74700
MA_3920433g0010	AT3G12110
MA_10312477g0010	AT2G15560
MA_103584g0010	AT4G13000
MA_10430196g0010	AT2G35930
MA_10430269g0010	AT2G03667
MA_10435822g0010	AT4G26090
MA_202088g0010	AT5G26660
MA_3965g0010	AT4G25610
MA_488729g0010	AT1G21050
MA_10367852g0010	AT5G19850
MA_10431195g0010	AT1G68570
MA_121597g0010	AT2G02760
MA_109327g0010	AT2G24640
MA_10150752g0010	AT5G28150
MA_10296151g0010	AT5G06570
MA_10426143g0010	AT2G01600
MA_10429757g0020	AT3G24570
MA_10430158g0010	AT5G67020
MA_10431612g0010	AT4G00755
MA_10435104g0010	AT1G13380
MA_113586g0010	AT1G10360
MA_12842g0030	AT5G55090
MA_128658g0010	AT1G78600
MA_168581g0010	AT1G20510
MA_181453g0010	AT3G49710
MA_206401g0010	AT1G28960
MA_21175g0010	AT2G32720
MA_24774g0010	AT1G53540
MA_253584g0010	AT2G45550
MA_269822g0010	AT5G23530
MA_368475g0010	AT1G18550
MA_372983g0010	AT4G27670
MA_41304g0020	AT1G28340
MA_426364g0010	AT5G04885
MA_429299g0010	AT5G01210
MA_671328g0010	AT1G22400
MA_78267g0010	AT3G48270
MA_842948g0010	AT5G59500
MA_879477g0010	AT1G19540
MA_8873395g0010	AT2G46080
MA_9081761g0010	AT1G17160
MA_10053703g0010	AT1G30360
MA_10426279g0010	AT1G05180
MA_10427964g0010	AT1G30680
MA_10436035g0010	AT2G46280
MA_13745g0010	AT4G01630
MA_2167g0010	AT1G09280
MA_273325g0010	AT5G42240
MA_33367g0010	AT2G15730
MA_428306g0010	AT3G11980
MA_447107g0010	AT2G24200
MA_5123781g0010	AT1G34540
MA_609233g0010	AT1G75020
MA_8161870g0010	AT3G01370
MA_8417521g0010	AT2G05710
MA_84414g0010	AT3G55580
MA_946911g0010	AT2G41670
MA_9805677g0010	AT2G41480
MA_8901666g0010	AT2G14170
MA_100805g0020	AT2G19170
MA_10427205g0010	AT5G24550
MA_10427207g0010	AT1G56170
MA_10429511g0010	AT4G11650
MA_10429664g0010	AT3G03080
MA_10432264g0010	AT1G68140
MA_10433060g0010	AT5G60870
MA_10435191g0020	AT2G28450
MA_10507g0010	AT1G80440
MA_111473g0010	AT1G07790
MA_18013g0010	AT5G53190
MA_182729g0010	AT1G06800
MA_18358g0010	AT4G20940
MA_193867g0010	AT4G26740
MA_23245g0010	AT1G27170
MA_31969g0010	AT4G19810
MA_3795g0010	AT4G11650
MA_432705g0010	AT5G03560
MA_47201g0010	AT2G43945
MA_47869g0020	AT4G24390
MA_488925g0010	AT3G04860
MA_5198638g0010	AT2G03200
MA_533908g0010	AT1G71120
MA_5711291g0010	AT5G48740
MA_77429g0020	AT2G37050
MA_7849761g0010	AT5G54160
MA_9169733g0010	AT1G03130
MA_93746g0010	AT1G53540
MA_10204399g0010	AT5G18360
MA_10280041g0010	AT4G31010
MA_10426227g0010	AT1G15730
MA_10429121g0020	AT1G14430
MA_10435568g0020	AT4G02780
MA_10436493g0010	AT4G15130
MA_10437133g0010	AT5G53620
MA_125528g0010	AT2G01600
MA_14808g0010	AT4G23470
MA_166320g0010	AT4G20450
MA_168417g0010	AT2G43330
MA_23219g0010	AT2G37110
MA_30664g0010	AT1G69550
MA_338721g0010	AT5G50400
MA_55328g0010	AT4G35650
MA_60488g0020	AT4G32300
MA_60598g0010	AT2G47960
MA_8881560g0010	AT3G51280
MA_10435559g0010	AT1G71696
MA_10427577g0010	AT1G69550
MA_10429759g0010	AT5G62300
MA_10435749g0010	AT3G04080
MA_10436266g0010	AT3G49220
MA_104821g0010	AT5G20150
MA_106749g0010	AT4G30610
MA_1201g0010	AT3G23250
MA_122595g0010	AT5G67420
MA_127069g0010	AT3G25290
MA_141074g0010	AT2G46225
MA_18293g0010	AT1G57680
MA_18349g0010	AT4G28660
MA_31479g0010	AT2G27680
MA_36224g0010	AT4G08300
MA_6556803g0010	AT2G17370
MA_6833274g0010	AT5G05340
MA_7175699g0010	AT1G53240
MA_850263g0010	AT4G19710
MA_9089g0010	AT1G33270
MA_10172523g0010	AT1G22360
MA_10426383g0010	AT5G24280
MA_10429618g0010	AT5G65490
MA_10436228g0010	AT1G80160
MA_10436729g0030	AT4G33210
MA_14625g0010	AT3G55970
MA_177197g0010	AT4G20140
MA_202696g0020	AT2G22070
MA_220261g0010	AT1G76990
MA_556549g0010	AT3G58530
MA_60149g0010	AT5G13210
MA_876503g0010	AT1G14140
MA_12434g0010	AT3G02460
MA_515665g0010	AT4G33270
MA_10430174g0010	AT1G10500
MA_10433448g0010	AT5G52060
MA_10433932g0010	AT5G65700
MA_114375g0010	AT1G70210
MA_114951g0010	AT3G16857
MA_11912g0010	AT3G55250
MA_133119g0010	AT3G07880
MA_20527g0010	AT4G25660
MA_2087g0010	AT5G53390
MA_424555g0010	AT4G35920
MA_97756g0010	AT2G42940
MA_101092g0010	AT5G54130
MA_10285164g0010	AT3G12290
MA_10318286g0010	AT4G00370
MA_10426885g0010	AT2G28080
MA_10432371g0030	AT2G14740
MA_10435024g0010	AT2G30070
MA_231338g0010	AT5G19150
MA_329922g0010	AT2G28470
MA_70217g0010	AT5G44790
MA_9956g0020	AT3G44150
MA_102713g0010	AT5G47000
MA_10433227g0010	AT1G53540
MA_131998g0010	AT5G42820
MA_18042g0010	AT2G24260
MA_212222g0010	AT1G61040
MA_30617g0010	AT2G35530
MA_30833g0010	AT4G25000
MA_465325g0010	AT4G25500
MA_8902028g0010	AT1G04560
MA_9567992g0010	AT1G27510
MA_10117g0020	AT5G06460
MA_10429842g0010	AT4G32300
MA_201809g0010	AT3G16200
MA_207701g0010	AT2G17510
MA_79089g0010	AT1G69380
MA_141666g0010	AT4G15880
MA_152803g0010	AT4G11650
MA_170065g0010	AT4G38900
MA_198792g0010	AT5G16940
MA_199823g0010	AT2G01170
MA_209702g0010	AT1G34320
MA_3306g0010	AT5G65730
MA_6354g0010	AT1G36240
MA_79587g0010	AT3G02100
MA_8264424g0010	AT1G12775
MA_9057282g0010	AT4G35350
MA_95157g0010	AT5G09820
MA_10103971g0010	AT4G33300
MA_10434385g0010	AT2G19130
MA_35923g0010	AT5G63930
MA_7085077g0010	AT5G60390
MA_7120526g0010	AT1G36160
MA_77432g0010	AT1G16650
MA_8905833g0010	AT5G51820
MA_9810g0010	AT5G65360
MA_10430158g0020	AT5G67020
MA_10431122g0020	AT2G38820
MA_10435195g0010	AT1G64550
MA_116904g0010	AT5G59970
MA_21538g0020	AT4G13640
MA_234535g0010	AT5G59970
MA_28618g0010	AT5G59970
MA_363303g0010	AT1G77290
MA_381604g0010	AT1G65910
MA_398469g0010	AT5G36110
MA_8217282g0010	AT1G09330
MA_10435510g0010	AT3G05910
MA_118868g0010	AT3G25040
MA_4291773g0010	AT1G60780
MA_51921g0010	AT5G08100
MA_69735g0010	AT1G69550
MA_7609014g0010	AT3G28345
MA_9242947g0010	AT3G56080
MA_101187g0010	AT5G37380
MA_10428764g0010	AT2G40290
MA_156900g0010	AT2G30860
MA_36795g0010	AT1G23750
MA_48961g0010	AT1G76110
MA_713159g0010	AT5G59970
MA_9167635g0010	AT3G52430
MA_9366818g0010	AT1G54180
MA_10426540g0010	AT3G48770
MA_171506g0010	AT4G04640
MA_5946738g0010	AT5G02500
MA_10434425g0010	AT3G47090
MA_10434726g0010	AT4G31750
MA_141877g0030	AT5G59970
MA_201051g0010	AT1G53310
MA_20462g0010	AT2G32460
MA_41252g0020	AT1G32330
MA_91104g0010	AT5G35690
MA_9600951g0010	AT4G01026
MA_10259994g0010	AT1G66920
MA_10427534g0010	AT5G06990
MA_10428820g0010	AT5G12410
MA_10429217g0010	AT3G50880
MA_10430839g0010	AT3G56230
MA_10432977g0010	AT5G51300
MA_10433056g0010	AT1G25510
MA_107910g0010	AT4G29050
MA_118904g0010	AT3G49240
MA_15220g0010	AT1G80160
MA_17478g0010	AT1G10360
MA_178860g0010	AT1G01260
MA_18089g0010	AT5G53390
MA_3834g0010	AT1G68840
MA_4338g0030	AT2G38050
MA_45497g0020	AT3G57990
MA_481350g0010	AT2G28120
MA_57654g0010	AT1G79620
MA_634631g0010	AT1G05675
MA_75347g0010	AT5G51030
MA_8280g0010	AT3G43660
MA_914159g0010	AT5G46050
MA_9307873g0010	AT3G54090
MA_10270737g0010	AT1G03520
MA_10328650g0010	AT5G08020
MA_10425980g0010	AT1G55250
MA_10436881g0010	AT2G17440
MA_178651g0010	AT3G46550
MA_2079g0010	AT4G26910
MA_22716g0010	AT4G22970
MA_265751g0010	AT5G24080
MA_43450g0010	AT5G20480
MA_5395g0030	AT4G29900
MA_6268g0020	AT3G12270
MA_78358g0010	AT1G14020
MA_7912405g0010	AT2G26800
MA_916655g0010	AT2G27450
MA_10250487g0010	AT5G55300
MA_10437007g0020	AT5G19330
MA_1117052g0020	AT4G01800
MA_19051g0010	AT2G26490
MA_53379g0010	AT3G07040
MA_9991250g0010	AT5G43810
MA_10044252g0010	AT4G29130
MA_10064529g0010	AT4G15920
MA_10328934g0010	AT4G19420
MA_10425870g0010	AT3G25950
MA_10427181g0010	AT5G59970
MA_10431947g0010	AT2G36060
MA_10433387g0010	AT1G05180
MA_10436890g0010	AT1G55000
MA_11514g0010	AT5G27670
MA_120222g0010	AT5G55860
MA_132558g0010	AT3G63540
MA_155093g0010	AT2G31210
MA_16271g0010	AT5G19900
MA_17333g0010	AT3G24740
MA_190972g0010	AT5G59970
MA_225154g0010	AT3G19310
MA_387817g0010	AT3G07940
MA_38882g0010	AT5G59970
MA_412197g0010	AT3G03990
MA_47552g0020	AT5G49890
MA_51445g0010	AT3G51000
MA_53693g0010	AT2G26040
MA_56638g0010	AT1G10360
MA_59913g0010	AT1G26360
MA_648g0010	AT3G25920
MA_6583g0010	AT2G40610
MA_74102g0010	AT5G59970
MA_78163g0020	AT5G55250
MA_8652110g0010	AT2G46750
MA_88153g0010	AT2G17260
MA_89764g0010	AT5G59970
MA_902507g0010	AT5G26770
MA_933286g0010	AT1G02880
MA_97722g0010	AT2G33580
MA_10263386g0010	AT2G13440
MA_10427904g0020	AT1G12360
MA_10430484g0010	AT1G18740
MA_10435413g0010	AT1G51440
MA_10436475g0010	AT3G28430
MA_108265g0010	AT3G46510
MA_116463g0010	AT3G18210
MA_119805g0010	AT5G14390
MA_133797g0010	AT3G27020
MA_157483g0020	AT2G24130
MA_198019g0020	AT5G15080
MA_24781g0010	AT5G06530
MA_253984g0010	AT1G28440
MA_36352g0010	AT4G25835
MA_444220g0020	AT5G13780
MA_536g0010	AT3G03740
MA_5730007g0010	AT1G61180
MA_7865550g0010	AT2G39830
MA_8773860g0010	AT1G34320
MA_9208435g0010	AT5G16930
MA_9231294g0010	AT1G23460
MA_9305580g0010	AT5G57015
MA_9638990g0010	AT4G36690
MA_9981156g0010	AT4G13550
MA_166544g0010	AT5G15070
MA_68244g0010	AT5G18980
MA_10428679g0010	AT3G51970
MA_10436759g0010	AT5G01310
MA_10437034g0010	AT1G10850
MA_148785g0010	AT2G31210
MA_202636g0010	AT5G14680
MA_37080g0010	AT1G01970
MA_42912g0010	AT1G32210
MA_4903044g0010	AT4G18700
MA_68507g0010	AT5G67020
MA_7127108g0010	AT5G23190
MA_865576g0010	AT5G27670
MA_8928694g0010	AT3G43270
MA_9805710g0010	AT1G76160
MA_10222569g0010	AT4G39090
MA_10259649g0010	AT2G26260
MA_10311455g0010	AT3G01160
MA_10428235g0010	AT1G27170
MA_10430882g0010	AT5G37340
MA_10431906g0010	AT2G39810
MA_10435526g0010	AT1G54100
MA_10436799g0010	AT1G07040
MA_12527g0010	AT4G28100
MA_37557g0010	AT1G13450
MA_43690g0010	AT3G27670
MA_4447g0010	AT4G22880
MA_53533g0010	AT5G53150
MA_551659g0010	AT5G40380
MA_59317g0010	AT4G35880
MA_61800g0010	AT5G63180
MA_7693231g0010	AT5G49900
MA_7912846g0010	AT5G48380
MA_815162g0010	AT2G17980
MA_8536671g0010	AT1G01540
MA_9275575g0010	AT4G09670
MA_9563814g0010	AT3G21180
MA_9792225g0010	AT5G25910
MA_10395034g0010	AT2G45220
MA_10430843g0020	AT4G14550
MA_10432483g0010	AT1G63940
MA_10432627g0010	AT1G24040
MA_10433134g0010	AT3G16000
MA_10434639g0010	AT5G43830
MA_10434855g0010	AT3G03270
MA_108626g0020	AT3G08690
MA_110607g0010	AT1G05230
MA_119966g0010	AT5G03290
MA_137934g0010	AT3G23250
MA_15189g0010	AT5G39390
MA_235928g0010	AT5G43860
MA_2420g0020	AT2G36770
MA_43083g0010	AT5G48330
MA_746078g0010	AT1G68850
MA_7866760g0010	AT1G75290
MA_9497088g0010	AT3G48080
MA_10278286g0010	AT2G23390
MA_10427058g0010	AT5G09760
MA_10427769g0010	AT1G10410
MA_10428453g0010	AT5G46180
MA_10431524g0010	AT1G03280
MA_10436515g0020	AT1G02850
MA_162322g0010	AT3G50880
MA_178029g0010	AT1G61560
MA_18109g0020	AT1G67930
MA_523419g0010	AT5G52540
MA_767096g0010	AT5G01340
MA_874669g0010	AT5G07990
MA_9879448g0010	AT3G11760
MA_7852337g0010	AT4G11420
MA_10428310g0010	AT1G02130
MA_10434239g0010	AT2G36780
MA_10436605g0010	AT2G47590
MA_10437090g0020	AT1G76490
MA_108291g0010	AT4G17420
MA_11322g0010	AT5G47390
MA_122931g0010	AT1G23750
MA_214829g0010	AT2G15220
MA_296304g0010	AT5G23230
MA_328490g0010	AT5G23960
MA_534242g0010	AT5G56600
MA_7055g0010	AT3G13540
MA_9129425g0010	AT3G52590
MA_93628g0020	AT5G27670
MA_962778g0010	AT5G27670
MA_10392603g0010	ATMG00220
MA_10434700g0010	AT3G59760
MA_171767g0020	AT4G05420
MA_175630g0010	AT1G50480
MA_8808107g0010	AT3G55620
MA_10425800g0010	AT5G27670
MA_10427098g0010	AT4G14320
MA_10427994g0010	AT5G20570
MA_10434238g0010	AT1G45688
MA_10434502g0010	AT2G16710
MA_10435394g0020	AT1G26360
MA_10435627g0010	AT2G32260
MA_10436601g0010	AT2G16710
MA_112342g0010	AT2G44200
MA_200120g0010	AT1G02205
MA_40109g0010	AT5G20570
MA_508766g0010	AT5G12890
MA_6713093g0010	AT4G05050
MA_776g0010	AT1G15690
MA_79012g0010	AT5G47390
MA_3283024g0010	AT4G13710
MA_465285g0010	AT5G59970
MA_8007323g0010	AT2G39210
MA_86318g0010	AT1G69550
MA_10429505g0010	AT4G14130
MA_10434208g0010	AT1G72320
MA_113501g0010	AT2G30130
MA_129791g0010	AT1G54180
MA_450881g0010	AT1G75280
MA_499839g0010	AT1G78800
MA_719501g0010	AT5G04885
MA_10427377g0010	AT2G01770
MA_10428884g0010	AT3G43270
MA_10429223g0010	AT1G18070
MA_10432909g0020	AT4G32010
MA_10434693g0010	AT3G09740
MA_12144g0010	AT1G53590
MA_17033g0010	AT5G56130
MA_2515401g0010	AT2G32830
MA_10425867g0020	AT1G17950
MA_10430678g0010	AT5G35700
MA_10432360g0010	AT1G37130
MA_11792g0030	AT5G66010
MA_183840g0010	AT5G25610
MA_300928g0010	AT5G04070
MA_473g0010	AT1G17640
MA_10372232g0030	AT4G22840
MA_354707g0010	AT5G57480
MA_380601g0010	AT3G21250
MA_7540g0020	AT4G26100
MA_8714955g0010	AT5G60920
MA_902274g0010	AT3G55550
MA_380907g0010	AT1G64790
MA_10434960g0020	AT5G24530
MA_19633g0010	AT1G22400
MA_30382g0010	AT2G33150
MA_45614g0010	AT1G75000
MA_10428336g0020	AT1G26270
MA_109969g0010	AT3G18600
MA_247876g0010	AT1G02090
MA_53113g0010	AT2G13600
MA_765552g0010	AT4G39230
MA_10349694g0010	AT2G36970
MA_10426836g0010	AT2G47620
MA_10431216g0020	AT2G38240
MA_10434025g0010	AT1G05460
MA_10434515g0010	AT1G69550
MA_10435231g0010	AT1G12860
MA_10435304g0020	AT3G51240
MA_115015g0010	AT1G66980
MA_173856g0010	AT2G02170
MA_180707g0030	AT5G23190
MA_18376g0010	AT3G10210
MA_19648g0010	AT5G47380
MA_19866g0010	AT1G15130
MA_40145g0010	AT3G49200
MA_4460g0010	AT5G04930
MA_5374g0010	AT1G46264
MA_5651g0010	AT3G23255
MA_6456g0020	AT2G36800
MA_747503g0010	AT4G00680
MA_74823g0010	AT5G46330
MA_8902024g0010	AT2G31750
MA_97951g0010	AT5G59970
MA_10239005g0010	AT4G10490
MA_10366530g0010	AT1G11660
MA_10428425g0010	AT4G34660
MA_10429968g0010	AT3G24495
MA_10430465g0020	AT5G01020
MA_10430623g0010	AT3G29180
MA_10434226g0010	AT3G19640
MA_10435606g0010	AT1G71210
MA_10437095g0010	AT2G20920
MA_131880g0020	AT1G29900
MA_170828g0010	AT2G37570
MA_183667g0020	AT3G48610
MA_18367g0010	AT4G09900
MA_196707g0010	AT2G25660
MA_356399g0010	AT5G53480
MA_37473g0010	AT1G12220
MA_4594g0020	AT3G03380
MA_593828g0010	AT3G24190
MA_670490g0010	AT2G39130
MA_798850g0010	AT1G48210
MA_8467903g0010	AT5G09220
MA_10428984g0020	AT3G13870
MA_168565g0010	AT4G26090
MA_102917g0010	AT1G33980
MA_10427183g0010	AT2G27170
MA_10428555g0010	AT5G59970
MA_13077g0010	AT3G05760
MA_140579g0010	AT1G22640
MA_141053g0010	AT1G22400
MA_182944g0010	AT5G55250
MA_19355g0010	AT1G22380
MA_23261g0010	AT1G19025
MA_2834g0010	AT5G13300
MA_29361g0010	AT5G16400
MA_327255g0010	AT1G69550
MA_409389g0010	AT1G14345
MA_459631g0010	AT1G21460
MA_55720g0010	AT1G15950
MA_60828g0010	AT4G27220
MA_734459g0010	AT4G38540
MA_82940g0020	AT5G42190
MA_83257g0010	AT5G05140
MA_89836g0010	AT1G01500
MA_99242g0010	AT4G29070
MA_10042865g0010	AT1G08250
MA_10364998g0010	AT5G19850
MA_10426576g0010	AT3G46960
MA_10433600g0010	AT1G04220
MA_10435941g0010	AT5G17270
MA_10435975g0010	AT5G66055
MA_124366g0010	AT1G50030
MA_13965g0010	AT1G80410
MA_15884g0020	AT5G20350
MA_168990g0010	AT3G10180
MA_180154g0010	AT2G02040
MA_303593g0010	AT4G34890
MA_36585g0010	AT4G34110
MA_3901g0010	AT3G57870
MA_401747g0010	AT2G19560
MA_42938g0010	AT1G60470
MA_58726g0010	AT5G06730
MA_63089g0010	AT1G47980
MA_103226g0010	AT5G10490
MA_10434689g0010	AT5G26860
MA_76726g0010	AT2G16500
MA_10164605g0010	AT1G76490
MA_10426943g0010	AT5G27670
MA_10428641g0010	AT5G42190
MA_10428759g0010	AT5G42180
MA_10429779g0010	AT5G53390
MA_10433132g0020	AT1G80440
MA_10435768g0020	AT2G40300
MA_10435846g0010	AT2G17990
MA_10436010g0010	AT3G20810
MA_10436810g0010	AT3G28345
MA_169054g0020	AT5G59870
MA_188810g0010	AT1G10360
MA_213048g0010	AT5G27670
MA_217899g0010	AT5G43350
MA_320153g0010	AT2G43250
MA_3860g0010	AT1G03220
MA_3954384g0010	AT3G48470
MA_45110g0010	AT2G46560
MA_54531g0010	AT2G03090
MA_567534g0010	AT5G67630
MA_73g0010	AT3G49800
MA_833106g0010	AT1G63800
MA_876667g0010	AT1G17230
MA_9379473g0010	AT1G08880
MA_9437597g0010	AT4G09670
MA_95825g0010	AT3G25545
MA_99845g0010	AT4G14320
MA_10031343g0010	AT5G57800
MA_10135085g0010	AT1G03230
MA_103885g0010	AT4G21750
MA_10425898g0010	AT1G04170
MA_10426293g0010	AT5G66810
MA_10427724g0010	AT1G58684
MA_10430811g0010	AT2G32520
MA_10433093g0020	AT1G20610
MA_10434668g0010	AT2G18060
MA_10435122g0010	AT5G14590
MA_10436623g0010	AT4G12610
MA_130201g0010	AT2G37050
MA_150733g0010	AT5G48570
MA_362994g0010	AT5G05010
MA_5097g0010	AT3G29090
MA_78811g0010	AT5G61690
MA_8118797g0010	AT1G23210
MA_8348g0030	AT1G61180
MA_99909g0010	AT5G66840
MA_10088906g0010	AT4G30310
MA_781671g0010	AT5G26240
MA_103341g0010	AT2G17040
MA_10427835g0010	AT5G42520
MA_10430473g0010	AT4G30840
MA_10435137g0010	AT2G40060
MA_10436642g0010	AT1G31160
MA_10437143g0010	AT1G12370
MA_122748g0010	AT3G57070
MA_19171g0010	AT4G39910
MA_2168g0030	AT1G10370
MA_217339g0010	AT1G55535
MA_30312g0010	AT3G51680
MA_496667g0010	AT5G38280
MA_5588g0010	AT5G06570
MA_78511g0010	AT3G04090
MA_93039g0010	AT2G36310
MA_10430427g0010	AT4G22140
MA_10433320g0010	AT5G25150
MA_114320g0010	AT5G15920
MA_122710g0010	AT4G00910
MA_132771g0010	AT1G63430
MA_141075g0010	AT3G21870
MA_14662g0010	AT3G02220
MA_168320g0010	AT3G54110
MA_176010g0010	AT3G54110
MA_19050g0020	AT2G22125
MA_53644g0010	AT5G16770
MA_665568g0010	AT5G20480
MA_79247g0010	AT1G42970
MA_10426944g0020	AT2G36780
MA_10435511g0030	AT1G34380
MA_10435734g0010	AT3G48700
MA_10435788g0010	AT3G60850
MA_178006g0010	AT5G25610
MA_29452g0010	AT1G56460
MA_389258g0010	AT4G08770
MA_3898847g0010	AT3G57120
MA_430069g0010	AT1G17730
MA_72115g0010	AT3G50660
MA_769805g0010	AT2G16060
MA_10317345g0010	AT2G13600
MA_10428359g0010	AT1G67900
MA_10431141g0020	AT5G52920
MA_10436369g0010	AT2G46060
MA_10436730g0050	AT1G50480
MA_11962g0020	AT5G51300
MA_125550g0010	AT4G21060
MA_134436g0010	AT3G13540
MA_169911g0010	AT1G27170
MA_19075g0010	AT4G02580
MA_215523g0010	AT3G63410
MA_260744g0010	AT1G20810
MA_30603g0010	AT5G20480
MA_492792g0010	AT3G14920
MA_637004g0010	AT5G20480
MA_652482g0010	AT5G55490
MA_943866g0010	AT3G21360
MA_10053307g0010	AT3G58660
MA_10268298g0010	AT2G31750
MA_106219g0010	AT4G01050
MA_110587g0010	AT1G46264
MA_138612g0010	AT1G07790
MA_52703g0010	AT3G52870
MA_52945g0010	AT1G10370
MA_570170g0010	AT4G17140
MA_74667g0010	AT5G59870
MA_775888g0010	AT5G53190
MA_778714g0010	AT4G10490
MA_10364115g0010	AT5G43940
MA_10432386g0010	AT5G63860
MA_1050556g0010	AT5G57800
MA_109631g0010	AT2G19860
MA_7650g0020	AT4G39350
MA_91092g0020	AT1G67120
MA_9172416g0010	AT5G07990
MA_10430949g0010	AT4G33030
MA_10436099g0010	AT1G01630
MA_10436714g0010	AT1G68260
MA_122773g0010	AT1G07710
MA_139433g0010	AT3G17020
MA_151462g0010	AT5G23090
MA_25764g0010	AT2G15430
MA_303451g0010	AT5G40580
MA_304461g0010	AT5G06570
MA_3752g0010	AT4G29050
MA_44963g0010	AT5G01750
MA_477021g0010	AT1G61870
MA_78087g0010	AT4G10030
MA_80306g0010	AT2G44740
MA_10429570g0020	AT4G02750
MA_6591632g0010	AT1G65890
MA_7706189g0020	AT1G68710
MA_869337g0010	AT5G52910
MA_10225049g0010	AT4G21440
MA_10429896g0010	AT2G25870
MA_11029g0010	AT1G56170
MA_416266g0010	AT2G20980
MA_10307911g0010	AT5G49680
MA_10310910g0010	AT1G64990
MA_10426293g0020	AT5G66810
MA_10434079g0020	AT1G14790
MA_296059g0030	AT2G35030
MA_52001g0010	AT1G12470
MA_79751g0010	AT1G01140
MA_9118467g0010	AT3G16910
MA_10428664g0010	AT3G24730
MA_10430794g0020	AT1G24610
MA_127708g0010	AT3G22470
MA_218996g0010	AT4G21280
MA_256018g0010	AT2G45510
MA_3455856g0010	AT1G16030
MA_8183372g0010	AT4G13640
MA_82122g0010	AT3G45070
MA_9992472g0010	AT3G21420
MA_10429112g0010	AT4G19190
MA_10430872g0020	AT5G42420
MA_20073g0020	AT5G08370
MA_10260477g0010	AT3G16340
MA_10425881g0040	AT5G21950
MA_10425929g0010	AT2G35630
MA_10427366g0010	AT2G03670
MA_10429078g0010	AT5G24080
MA_10431716g0010	AT2G42210
MA_10432840g0010	AT1G06470
MA_10435758g0010	AT3G57090
MA_10435874g0010	AT1G64350
MA_10436015g0010	AT4G19450
MA_106360g0010	AT1G34420
MA_137730g0010	AT1G49450
MA_184586g0010	AT1G21050
MA_209704g0010	AT5G25500
MA_255786g0010	AT3G27700
MA_335371g0010	AT1G04960
MA_4268g0010	AT1G71120
MA_502219g0010	AT2G17260
MA_699589g0010	AT2G35795
MA_76209g0010	AT1G11860
MA_77507g0010	AT5G55470
MA_793608g0010	AT1G53660
MA_95295g0010	AT3G07880
MA_9756g0020	AT2G28720
MA_9893011g0010	AT5G19320
MA_10426188g0010	AT2G24130
MA_10430507g0040	AT5G43940
MA_10433142g0010	AT3G45310
